model,method,base_method,ctx_len,true_len,depth,needle_quantile,comp_ratio,level,use_predict_prompt,predict_prompt_version,predict_target,head_ratio_eff,final_budget,intermediate_budget,working_max,num_segments,prefill_status,prefill_peak_gb,cache_gb,acc
llama3.2-3b,ours_combine,ours,8000,7999,40,0.4,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,7,ok,6.721316352,0.0,0.0
llama3.2-3b,ours_combine,ours,8000,7999,50,0.5,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,7,ok,6.721316352,0.0,0.0
llama3.2-3b,ours_combine,ours,8000,7999,60,0.6,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,7,ok,6.721316352,0.0,0.0
llama3.2-3b,ours_combine,ours,8000,7999,70,0.7,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,7,ok,6.721316352,0.0,0.0
llama3.2-3b,ours_combine,ours,8000,7999,80,0.8,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,7,ok,6.721316352,0.0,0.0
llama3.2-3b,ours_combine,ours,8000,7999,90,0.9,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,7,ok,6.721316352,0.0,0.0
llama3.2-3b,ours_combine,ours,8000,8000,100,1.0,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,7,ok,6.721316352,0.0,0.0
llama3.2-3b,ours_combine,ours,8000,7999,0,0.0,0.2,per_head,True,1,next_chunk,0.5,3200,410,1024,7,ok,6.998948352,0.2,1.0
llama3.2-3b,ours_combine,ours,8000,7999,10,0.1,0.2,per_head,True,1,next_chunk,0.5,3200,410,1024,7,ok,6.998948352,0.2,1.0
llama3.2-3b,ours_combine,ours,8000,7999,20,0.2,0.2,per_head,True,1,next_chunk,0.5,3200,410,1024,7,ok,6.998948352,0.2,1.0
llama3.2-3b,ours_combine,ours,8000,7999,30,0.3,0.2,per_head,True,1,next_chunk,0.5,3200,410,1024,7,ok,6.998948352,0.2,1.0
llama3.2-3b,ours_combine,ours,8000,7999,40,0.4,0.2,per_head,True,1,next_chunk,0.5,3200,410,1024,7,ok,6.998948352,0.2,1.0
llama3.2-3b,ours_combine,ours,8000,7999,50,0.5,0.2,per_head,True,1,next_chunk,0.5,3200,410,1024,7,ok,6.998948352,0.2,1.0
llama3.2-3b,ours_combine,ours,8000,7999,60,0.6,0.2,per_head,True,1,next_chunk,0.5,3200,410,1024,7,ok,6.998948352,0.2,1.0
llama3.2-3b,ours_combine,ours,8000,7999,70,0.7,0.2,per_head,True,1,next_chunk,0.5,3200,410,1024,7,ok,6.998948352,0.2,1.0
llama3.2-3b,ours_combine,ours,8000,7999,80,0.8,0.2,per_head,True,1,next_chunk,0.5,3200,410,1024,7,ok,6.998948352,0.2,1.0
llama3.2-3b,ours_combine,ours,8000,7999,90,0.9,0.2,per_head,True,1,next_chunk,0.5,3200,410,1024,7,ok,6.998948352,0.2,1.0
llama3.2-3b,ours_combine,ours,8000,8000,100,1.0,0.2,per_head,True,1,next_chunk,0.5,3200,410,1024,7,ok,6.998855168,0.2,1.0
llama3.2-3b,ours_combine,ours,8000,7999,0,0.0,0.4,per_head,True,1,next_chunk,0.5,6399,819,1024,7,ok,7.328779776,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,7999,10,0.1,0.4,per_head,True,1,next_chunk,0.5,6399,819,1024,7,ok,7.328779776,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,7999,20,0.2,0.4,per_head,True,1,next_chunk,0.5,6399,819,1024,7,ok,7.328779776,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,7999,30,0.3,0.4,per_head,True,1,next_chunk,0.5,6399,819,1024,7,ok,7.328779776,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,7999,40,0.4,0.4,per_head,True,1,next_chunk,0.5,6399,819,1024,7,ok,7.328779776,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,7999,50,0.5,0.4,per_head,True,1,next_chunk,0.5,6399,819,1024,7,ok,7.328779776,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,7999,60,0.6,0.4,per_head,True,1,next_chunk,0.5,6399,819,1024,7,ok,7.328779776,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,7999,70,0.7,0.4,per_head,True,1,next_chunk,0.5,6399,819,1024,7,ok,7.328779776,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,7999,80,0.8,0.4,per_head,True,1,next_chunk,0.5,6399,819,1024,7,ok,7.328779776,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,7999,90,0.9,0.4,per_head,True,1,next_chunk,0.5,6399,819,1024,7,ok,7.328779776,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,8000,100,1.0,0.4,per_head,True,1,next_chunk,0.5,6400,819,1024,7,ok,7.329197568,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,7999,0,0.0,0.6,per_head,True,1,next_chunk,0.6,7999,1024,1536,5,ok,7.225768448,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,7999,10,0.1,0.6,per_head,True,1,next_chunk,0.6,7999,1024,1536,5,ok,7.225768448,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,7999,20,0.2,0.6,per_head,True,1,next_chunk,0.6,7999,1024,1536,5,ok,7.225768448,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,7999,30,0.3,0.6,per_head,True,1,next_chunk,0.6,7999,1024,1536,5,ok,7.225768448,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,7999,40,0.4,0.6,per_head,True,1,next_chunk,0.6,7999,1024,1536,5,ok,7.225768448,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,7999,50,0.5,0.6,per_head,True,1,next_chunk,0.6,7999,1024,1536,5,ok,7.225768448,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,7999,60,0.6,0.6,per_head,True,1,next_chunk,0.6,7999,1024,1536,5,ok,7.225768448,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,7999,70,0.7,0.6,per_head,True,1,next_chunk,0.6,7999,1024,1536,5,ok,7.225768448,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,7999,80,0.8,0.6,per_head,True,1,next_chunk,0.6,7999,1024,1536,5,ok,7.225768448,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,7999,90,0.9,0.6,per_head,True,1,next_chunk,0.6,7999,1024,1536,5,ok,7.225768448,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,8000,100,1.0,0.6,per_head,True,1,next_chunk,0.6,8000,1024,1536,5,ok,7.225768448,0.4,1.0
llama3.2-3b,ours_combine,ours,8000,7999,0,0.0,0.8,per_head,True,1,next_chunk,0.8,7999,1024,1536,5,ok,7.225768448,0.5,1.0
llama3.2-3b,ours_combine,ours,8000,7999,10,0.1,0.8,per_head,True,1,next_chunk,0.8,7999,1024,1536,5,ok,7.225768448,0.5,1.0
llama3.2-3b,ours_combine,ours,8000,7999,20,0.2,0.8,per_head,True,1,next_chunk,0.8,7999,1024,1536,5,ok,7.225768448,0.5,1.0
llama3.2-3b,ours_combine,ours,8000,7999,30,0.3,0.8,per_head,True,1,next_chunk,0.8,7999,1024,1536,5,ok,7.225768448,0.5,1.0
llama3.2-3b,ours_combine,ours,8000,7999,40,0.4,0.8,per_head,True,1,next_chunk,0.8,7999,1024,1536,5,ok,7.225768448,0.5,1.0
llama3.2-3b,ours_combine,ours,8000,7999,50,0.5,0.8,per_head,True,1,next_chunk,0.8,7999,1024,1536,5,ok,7.225768448,0.5,1.0
llama3.2-3b,ours_combine,ours,8000,7999,60,0.6,0.8,per_head,True,1,next_chunk,0.8,7999,1024,1536,5,ok,7.225768448,0.5,1.0
llama3.2-3b,ours_combine,ours,8000,7999,70,0.7,0.8,per_head,True,1,next_chunk,0.8,7999,1024,1536,5,ok,7.225768448,0.5,1.0
llama3.2-3b,ours_combine,ours,8000,7999,80,0.8,0.8,per_head,True,1,next_chunk,0.8,7999,1024,1536,5,ok,7.225768448,0.5,1.0
llama3.2-3b,ours_combine,ours,8000,7999,90,0.9,0.8,per_head,True,1,next_chunk,0.8,7999,1024,1536,5,ok,7.225768448,0.5,1.0
llama3.2-3b,ours_combine,ours,8000,8000,100,1.0,0.8,per_head,True,1,next_chunk,0.8,8000,1024,1536,5,ok,7.225768448,0.5,1.0
llama3.2-3b,ours_combine,ours,8000,7999,0,0.0,1.0,per_head,True,1,next_chunk,1.0,7999,7999,8511,0,ok,7.495647744,0.9,1.0
llama3.2-3b,ours_combine,ours,8000,7999,10,0.1,1.0,per_head,True,1,next_chunk,1.0,7999,7999,8511,0,ok,7.495647744,0.9,1.0
llama3.2-3b,ours_combine,ours,8000,7999,20,0.2,1.0,per_head,True,1,next_chunk,1.0,7999,7999,8511,0,ok,7.495647744,0.9,1.0
llama3.2-3b,ours_combine,ours,8000,7999,30,0.3,1.0,per_head,True,1,next_chunk,1.0,7999,7999,8511,0,ok,7.495647744,0.9,1.0
llama3.2-3b,ours_combine,ours,8000,7999,40,0.4,1.0,per_head,True,1,next_chunk,1.0,7999,7999,8511,0,ok,7.495647744,0.9,1.0
llama3.2-3b,ours_combine,ours,8000,7999,50,0.5,1.0,per_head,True,1,next_chunk,1.0,7999,7999,8511,0,ok,7.495647744,0.9,1.0
llama3.2-3b,ours_combine,ours,8000,7999,60,0.6,1.0,per_head,True,1,next_chunk,1.0,7999,7999,8511,0,ok,7.495647744,0.9,1.0
llama3.2-3b,ours_combine,ours,8000,7999,70,0.7,1.0,per_head,True,1,next_chunk,1.0,7999,7999,8511,0,ok,7.495647744,0.9,1.0
llama3.2-3b,ours_combine,ours,8000,7999,80,0.8,1.0,per_head,True,1,next_chunk,1.0,7999,7999,8511,0,ok,7.495647744,0.9,1.0
llama3.2-3b,ours_combine,ours,8000,7999,90,0.9,1.0,per_head,True,1,next_chunk,1.0,7999,7999,8511,0,ok,7.495647744,0.9,1.0
llama3.2-3b,ours_combine,ours,8000,8000,100,1.0,1.0,per_head,True,1,next_chunk,1.0,8000,8000,8512,0,ok,7.49576448,0.9,1.0
llama3.2-3b,ours_predict_next,ours,500,498,0,0.0,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,0,ok,6.675854848,0.0,0.0
llama3.2-3b,ours_predict_next,ours,500,498,10,0.1,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,0,ok,6.675854848,0.0,0.0
llama3.2-3b,ours_predict_next,ours,500,498,20,0.2,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,0,ok,6.675854848,0.0,0.0
llama3.2-3b,ours_predict_next,ours,500,498,30,0.3,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,0,ok,6.675854848,0.0,0.0
llama3.2-3b,ours_predict_next,ours,500,498,40,0.4,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,0,ok,6.675854848,0.0,0.0
llama3.2-3b,ours_predict_next,ours,500,498,50,0.5,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,0,ok,6.675854848,0.0,0.0
llama3.2-3b,ours_predict_next,ours,500,498,60,0.6,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,0,ok,6.675854848,0.0,0.0
llama3.2-3b,ours_predict_next,ours,500,498,70,0.7,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,0,ok,6.675854848,0.0,0.0
llama3.2-3b,ours_predict_next,ours,500,498,80,0.8,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,0,ok,6.675854848,0.0,0.0
llama3.2-3b,ours_predict_next,ours,500,498,90,0.9,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,0,ok,6.675854848,0.0,0.0
llama3.2-3b,ours_predict_next,ours,500,499,100,1.0,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,0,ok,6.676424704,0.0,0.0
llama3.2-3b,ours_predict_next,ours,500,498,0,0.0,0.2,per_head,True,1,next_chunk,0.5,199,199,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,10,0.1,0.2,per_head,True,1,next_chunk,0.5,199,199,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,20,0.2,0.2,per_head,True,1,next_chunk,0.5,199,199,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,30,0.3,0.2,per_head,True,1,next_chunk,0.5,199,199,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,40,0.4,0.2,per_head,True,1,next_chunk,0.5,199,199,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,50,0.5,0.2,per_head,True,1,next_chunk,0.5,199,199,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,60,0.6,0.2,per_head,True,1,next_chunk,0.5,199,199,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,70,0.7,0.2,per_head,True,1,next_chunk,0.5,199,199,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,80,0.8,0.2,per_head,True,1,next_chunk,0.5,199,199,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,90,0.9,0.2,per_head,True,1,next_chunk,0.5,199,199,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,499,100,1.0,0.2,per_head,True,1,next_chunk,0.5,200,200,1024,0,ok,6.676424704,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,0,0.0,0.4,per_head,True,1,next_chunk,0.5,398,398,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,10,0.1,0.4,per_head,True,1,next_chunk,0.5,398,398,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,20,0.2,0.4,per_head,True,1,next_chunk,0.5,398,398,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,30,0.3,0.4,per_head,True,1,next_chunk,0.5,398,398,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,40,0.4,0.4,per_head,True,1,next_chunk,0.5,398,398,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,50,0.5,0.4,per_head,True,1,next_chunk,0.5,398,398,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,60,0.6,0.4,per_head,True,1,next_chunk,0.5,398,398,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,70,0.7,0.4,per_head,True,1,next_chunk,0.5,398,398,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,80,0.8,0.4,per_head,True,1,next_chunk,0.5,398,398,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,90,0.9,0.4,per_head,True,1,next_chunk,0.5,398,398,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,499,100,1.0,0.4,per_head,True,1,next_chunk,0.5,399,399,1024,0,ok,6.676424704,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,0,0.0,0.6,per_head,True,1,next_chunk,0.6,498,498,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,10,0.1,0.6,per_head,True,1,next_chunk,0.6,498,498,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,20,0.2,0.6,per_head,True,1,next_chunk,0.6,498,498,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,30,0.3,0.6,per_head,True,1,next_chunk,0.6,498,498,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,40,0.4,0.6,per_head,True,1,next_chunk,0.6,498,498,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,50,0.5,0.6,per_head,True,1,next_chunk,0.6,498,498,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,60,0.6,0.6,per_head,True,1,next_chunk,0.6,498,498,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,70,0.7,0.6,per_head,True,1,next_chunk,0.6,498,498,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,80,0.8,0.6,per_head,True,1,next_chunk,0.6,498,498,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,90,0.9,0.6,per_head,True,1,next_chunk,0.6,498,498,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,499,100,1.0,0.6,per_head,True,1,next_chunk,0.6,499,499,1024,0,ok,6.676424704,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,0,0.0,0.8,per_head,True,1,next_chunk,0.8,498,498,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,10,0.1,0.8,per_head,True,1,next_chunk,0.8,498,498,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,20,0.2,0.8,per_head,True,1,next_chunk,0.8,498,498,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,30,0.3,0.8,per_head,True,1,next_chunk,0.8,498,498,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,40,0.4,0.8,per_head,True,1,next_chunk,0.8,498,498,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,50,0.5,0.8,per_head,True,1,next_chunk,0.8,498,498,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,60,0.6,0.8,per_head,True,1,next_chunk,0.8,498,498,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,70,0.7,0.8,per_head,True,1,next_chunk,0.8,498,498,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,80,0.8,0.8,per_head,True,1,next_chunk,0.8,498,498,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,90,0.9,0.8,per_head,True,1,next_chunk,0.8,498,498,1024,0,ok,6.675854848,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,499,100,1.0,0.8,per_head,True,1,next_chunk,0.8,499,499,1024,0,ok,6.676424704,0.0,1.0
llama3.2-3b,ours_predict_next,ours,500,498,0,0.0,1.0,per_head,True,1,next_chunk,1.0,498,498,1010,0,ok,6.675854848,0.1,1.0
llama3.2-3b,ours_predict_next,ours,500,498,10,0.1,1.0,per_head,True,1,next_chunk,1.0,498,498,1010,0,ok,6.675854848,0.1,1.0
llama3.2-3b,ours_predict_next,ours,500,498,20,0.2,1.0,per_head,True,1,next_chunk,1.0,498,498,1010,0,ok,6.675854848,0.1,1.0
llama3.2-3b,ours_predict_next,ours,500,498,30,0.3,1.0,per_head,True,1,next_chunk,1.0,498,498,1010,0,ok,6.675854848,0.1,1.0
llama3.2-3b,ours_predict_next,ours,500,498,40,0.4,1.0,per_head,True,1,next_chunk,1.0,498,498,1010,0,ok,6.675854848,0.1,1.0
llama3.2-3b,ours_predict_next,ours,500,498,50,0.5,1.0,per_head,True,1,next_chunk,1.0,498,498,1010,0,ok,6.675854848,0.1,1.0
llama3.2-3b,ours_predict_next,ours,500,498,60,0.6,1.0,per_head,True,1,next_chunk,1.0,498,498,1010,0,ok,6.675854848,0.1,1.0
llama3.2-3b,ours_predict_next,ours,500,498,70,0.7,1.0,per_head,True,1,next_chunk,1.0,498,498,1010,0,ok,6.675854848,0.1,1.0
llama3.2-3b,ours_predict_next,ours,500,498,80,0.8,1.0,per_head,True,1,next_chunk,1.0,498,498,1010,0,ok,6.675854848,0.1,1.0
llama3.2-3b,ours_predict_next,ours,500,498,90,0.9,1.0,per_head,True,1,next_chunk,1.0,498,498,1010,0,ok,6.675854848,0.1,1.0
llama3.2-3b,ours_predict_next,ours,500,499,100,1.0,1.0,per_head,True,1,next_chunk,1.0,499,499,1011,0,ok,6.676424704,0.1,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,0,0.0,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,1,ok,6.708199936,0.0,0.0
llama3.2-3b,ours_predict_next,ours,2000,1999,10,0.1,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,1,ok,6.705051136,0.0,0.0
llama3.2-3b,ours_predict_next,ours,2000,1999,20,0.2,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,1,ok,6.705034752,0.0,0.0
llama3.2-3b,ours_predict_next,ours,2000,1999,30,0.3,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,1,ok,6.70663424,0.0,0.0
llama3.2-3b,ours_predict_next,ours,2000,1999,40,0.4,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,1,ok,6.708342272,0.0,0.0
llama3.2-3b,ours_predict_next,ours,2000,1999,50,0.5,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,1,ok,6.704066048,0.0,0.0
llama3.2-3b,ours_predict_next,ours,2000,1999,60,0.6,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,1,ok,6.745192448,0.0,0.0
llama3.2-3b,ours_predict_next,ours,2000,1999,70,0.7,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,1,ok,6.74139136,0.0,0.0
llama3.2-3b,ours_predict_next,ours,2000,1999,80,0.8,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,1,ok,6.735818752,0.0,0.0
llama3.2-3b,ours_predict_next,ours,2000,1999,90,0.9,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,1,ok,6.735480832,0.0,0.0
llama3.2-3b,ours_predict_next,ours,2000,2000,100,1.0,0.0,per_head,True,1,next_chunk,0.0,64,64,1024,1,ok,6.736295936,0.0,0.0
llama3.2-3b,ours_predict_next,ours,2000,1999,0,0.0,0.2,per_head,True,1,next_chunk,0.5,800,410,1024,1,ok,6.708199936,0.0,0.5
llama3.2-3b,ours_predict_next,ours,2000,1999,10,0.1,0.2,per_head,True,1,next_chunk,0.5,800,410,1024,1,ok,6.705051136,0.0,0.0
llama3.2-3b,ours_predict_next,ours,2000,1999,20,0.2,0.2,per_head,True,1,next_chunk,0.5,800,410,1024,1,ok,6.705034752,0.0,0.0
llama3.2-3b,ours_predict_next,ours,2000,1999,30,0.3,0.2,per_head,True,1,next_chunk,0.5,800,410,1024,1,ok,6.70663424,0.0,0.0
llama3.2-3b,ours_predict_next,ours,2000,1999,40,0.4,0.2,per_head,True,1,next_chunk,0.5,800,410,1024,1,ok,6.708342272,0.0,0.0
llama3.2-3b,ours_predict_next,ours,2000,1999,50,0.5,0.2,per_head,True,1,next_chunk,0.5,800,410,1024,1,ok,6.704066048,0.0,0.0
llama3.2-3b,ours_predict_next,ours,2000,1999,60,0.6,0.2,per_head,True,1,next_chunk,0.5,800,410,1024,1,ok,6.745192448,0.0,0.0
llama3.2-3b,ours_predict_next,ours,2000,1999,70,0.7,0.2,per_head,True,1,next_chunk,0.5,800,410,1024,1,ok,6.74139136,0.0,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,80,0.8,0.2,per_head,True,1,next_chunk,0.5,800,410,1024,1,ok,6.735818752,0.0,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,90,0.9,0.2,per_head,True,1,next_chunk,0.5,800,410,1024,1,ok,6.735480832,0.0,1.0
llama3.2-3b,ours_predict_next,ours,2000,2000,100,1.0,0.2,per_head,True,1,next_chunk,0.5,800,410,1024,1,ok,6.736295936,0.0,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,0,0.0,0.4,per_head,True,1,next_chunk,0.5,1599,819,1024,1,ok,6.726035456,0.1,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,10,0.1,0.4,per_head,True,1,next_chunk,0.5,1599,819,1024,1,ok,6.728763392,0.1,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,20,0.2,0.4,per_head,True,1,next_chunk,0.5,1599,819,1024,1,ok,6.73122304,0.1,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,30,0.3,0.4,per_head,True,1,next_chunk,0.5,1599,819,1024,1,ok,6.729783296,0.1,0.0
llama3.2-3b,ours_predict_next,ours,2000,1999,40,0.4,0.4,per_head,True,1,next_chunk,0.5,1599,819,1024,1,ok,6.72784384,0.1,0.5
llama3.2-3b,ours_predict_next,ours,2000,1999,50,0.5,0.4,per_head,True,1,next_chunk,0.5,1599,819,1024,1,ok,6.7317248,0.1,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,60,0.6,0.4,per_head,True,1,next_chunk,0.5,1599,819,1024,1,ok,6.745192448,0.1,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,70,0.7,0.4,per_head,True,1,next_chunk,0.5,1599,819,1024,1,ok,6.74139136,0.1,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,80,0.8,0.4,per_head,True,1,next_chunk,0.5,1599,819,1024,1,ok,6.735818752,0.1,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,90,0.9,0.4,per_head,True,1,next_chunk,0.5,1599,819,1024,1,ok,6.735480832,0.1,1.0
llama3.2-3b,ours_predict_next,ours,2000,2000,100,1.0,0.4,per_head,True,1,next_chunk,0.5,1600,819,1024,1,ok,6.736295936,0.1,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,0,0.0,0.6,per_head,True,1,next_chunk,0.6,1999,1024,1536,0,ok,6.763584512,0.1,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,10,0.1,0.6,per_head,True,1,next_chunk,0.6,1999,1024,1536,0,ok,6.760963072,0.1,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,20,0.2,0.6,per_head,True,1,next_chunk,0.6,1999,1024,1536,0,ok,6.760977408,0.1,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,30,0.3,0.6,per_head,True,1,next_chunk,0.6,1999,1024,1536,1,ok,6.750347264,0.1,0.0
llama3.2-3b,ours_predict_next,ours,2000,1999,40,0.4,0.6,per_head,True,1,next_chunk,0.6,1999,1024,1536,0,ok,6.758448128,0.1,0.5
llama3.2-3b,ours_predict_next,ours,2000,1999,50,0.5,0.6,per_head,True,1,next_chunk,0.6,1999,1024,1536,0,ok,6.760662016,0.1,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,60,0.6,0.6,per_head,True,1,next_chunk,0.6,1999,1024,1536,0,ok,6.751430656,0.1,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,70,0.7,0.6,per_head,True,1,next_chunk,0.6,1999,1024,1536,0,ok,6.7478016,0.1,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,80,0.8,0.6,per_head,True,1,next_chunk,0.6,1999,1024,1536,0,ok,6.742060032,0.1,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,90,0.9,0.6,per_head,True,1,next_chunk,0.6,1999,1024,1536,0,ok,6.741988352,0.1,1.0
llama3.2-3b,ours_predict_next,ours,2000,2000,100,1.0,0.6,per_head,True,1,next_chunk,0.6,2000,1024,1536,0,ok,6.74149888,0.1,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,0,0.0,0.8,per_head,True,1,next_chunk,0.8,1999,1024,1536,0,ok,6.763584512,0.1,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,10,0.1,0.8,per_head,True,1,next_chunk,0.8,1999,1024,1536,0,ok,6.760963072,0.1,1.0
llama3.2-3b,ours_predict_next,ours,2000,1999,20,0.2,0.8,per_head,True,1,next_chunk,0.8,1999,1024,1536,0,ok,6.760977408,0.1,1.0
