model,method,base_method,ctx_len,true_len,depth,needle_quantile,comp_ratio,level,use_predict_prompt,predict_prompt_version,predict_target,head_ratio_eff,final_budget,intermediate_budget,working_max,num_segments,prefill_status,prefill_peak_gb,cache_gb,acc
llama3.2-3b,kvzip,kvzip,500,498,0,0.0,0.0,per_head,False,1,self,0.0,,,,,ok,6.652502016,0.0,0.0
llama3.2-3b,kvzip,kvzip,500,498,10,0.1,0.0,per_head,False,1,self,0.0,,,,,ok,6.652502016,0.0,0.0
llama3.2-3b,kvzip,kvzip,500,498,20,0.2,0.0,per_head,False,1,self,0.0,,,,,ok,6.652502016,0.0,0.0
llama3.2-3b,kvzip,kvzip,500,498,30,0.3,0.0,per_head,False,1,self,0.0,,,,,ok,6.652502016,0.0,0.0
llama3.2-3b,kvzip,kvzip,500,498,40,0.4,0.0,per_head,False,1,self,0.0,,,,,ok,6.652502016,0.0,0.0
llama3.2-3b,kvzip,kvzip,500,498,50,0.5,0.0,per_head,False,1,self,0.0,,,,,ok,6.652502016,0.0,0.0
llama3.2-3b,kvzip,kvzip,500,498,60,0.6,0.0,per_head,False,1,self,0.0,,,,,ok,6.652502016,0.0,0.0
llama3.2-3b,kvzip,kvzip,500,498,70,0.7,0.0,per_head,False,1,self,0.0,,,,,ok,6.652502016,0.0,0.0
llama3.2-3b,kvzip,kvzip,500,498,80,0.8,0.0,per_head,False,1,self,0.0,,,,,ok,6.652502016,0.0,0.0
llama3.2-3b,kvzip,kvzip,500,498,90,0.9,0.0,per_head,False,1,self,0.0,,,,,ok,6.652502016,0.0,0.0
llama3.2-3b,kvzip,kvzip,500,499,100,1.0,0.0,per_head,False,1,self,0.0,,,,,ok,6.653018624,0.0,0.0
llama3.2-3b,kvzip,kvzip,500,498,0,0.0,0.2,per_head,False,1,self,0.2,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,10,0.1,0.2,per_head,False,1,self,0.2,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,20,0.2,0.2,per_head,False,1,self,0.2,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,30,0.3,0.2,per_head,False,1,self,0.2,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,40,0.4,0.2,per_head,False,1,self,0.2,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,50,0.5,0.2,per_head,False,1,self,0.2,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,60,0.6,0.2,per_head,False,1,self,0.2,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,70,0.7,0.2,per_head,False,1,self,0.2,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,80,0.8,0.2,per_head,False,1,self,0.2,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,90,0.9,0.2,per_head,False,1,self,0.2,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,499,100,1.0,0.2,per_head,False,1,self,0.2,,,,,ok,6.653018624,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,0,0.0,0.4,per_head,False,1,self,0.4,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,10,0.1,0.4,per_head,False,1,self,0.4,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,20,0.2,0.4,per_head,False,1,self,0.4,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,30,0.3,0.4,per_head,False,1,self,0.4,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,40,0.4,0.4,per_head,False,1,self,0.4,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,50,0.5,0.4,per_head,False,1,self,0.4,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,60,0.6,0.4,per_head,False,1,self,0.4,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,70,0.7,0.4,per_head,False,1,self,0.4,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,80,0.8,0.4,per_head,False,1,self,0.4,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,90,0.9,0.4,per_head,False,1,self,0.4,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,499,100,1.0,0.4,per_head,False,1,self,0.4,,,,,ok,6.653018624,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,0,0.0,0.6,per_head,False,1,self,0.6,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,10,0.1,0.6,per_head,False,1,self,0.6,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,20,0.2,0.6,per_head,False,1,self,0.6,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,30,0.3,0.6,per_head,False,1,self,0.6,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,40,0.4,0.6,per_head,False,1,self,0.6,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,50,0.5,0.6,per_head,False,1,self,0.6,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,60,0.6,0.6,per_head,False,1,self,0.6,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,70,0.7,0.6,per_head,False,1,self,0.6,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,80,0.8,0.6,per_head,False,1,self,0.6,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,90,0.9,0.6,per_head,False,1,self,0.6,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,499,100,1.0,0.6,per_head,False,1,self,0.6,,,,,ok,6.653018624,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,0,0.0,0.8,per_head,False,1,self,0.8,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,10,0.1,0.8,per_head,False,1,self,0.8,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,20,0.2,0.8,per_head,False,1,self,0.8,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,30,0.3,0.8,per_head,False,1,self,0.8,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,40,0.4,0.8,per_head,False,1,self,0.8,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,50,0.5,0.8,per_head,False,1,self,0.8,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,60,0.6,0.8,per_head,False,1,self,0.8,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,70,0.7,0.8,per_head,False,1,self,0.8,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,80,0.8,0.8,per_head,False,1,self,0.8,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,90,0.9,0.8,per_head,False,1,self,0.8,,,,,ok,6.652502016,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,499,100,1.0,0.8,per_head,False,1,self,0.8,,,,,ok,6.653018624,0.0,1.0
llama3.2-3b,kvzip,kvzip,500,498,0,0.0,1.0,per_head,False,1,self,1.0,,,,,ok,6.652502016,0.1,1.0
llama3.2-3b,kvzip,kvzip,500,498,10,0.1,1.0,per_head,False,1,self,1.0,,,,,ok,6.652502016,0.1,1.0
llama3.2-3b,kvzip,kvzip,500,498,20,0.2,1.0,per_head,False,1,self,1.0,,,,,ok,6.652502016,0.1,1.0
llama3.2-3b,kvzip,kvzip,500,498,30,0.3,1.0,per_head,False,1,self,1.0,,,,,ok,6.652502016,0.1,1.0
llama3.2-3b,kvzip,kvzip,500,498,40,0.4,1.0,per_head,False,1,self,1.0,,,,,ok,6.652502016,0.1,1.0
llama3.2-3b,kvzip,kvzip,500,498,50,0.5,1.0,per_head,False,1,self,1.0,,,,,ok,6.652502016,0.1,1.0
llama3.2-3b,kvzip,kvzip,500,498,60,0.6,1.0,per_head,False,1,self,1.0,,,,,ok,6.652502016,0.1,1.0
llama3.2-3b,kvzip,kvzip,500,498,70,0.7,1.0,per_head,False,1,self,1.0,,,,,ok,6.652502016,0.1,1.0
llama3.2-3b,kvzip,kvzip,500,498,80,0.8,1.0,per_head,False,1,self,1.0,,,,,ok,6.652502016,0.1,1.0
llama3.2-3b,kvzip,kvzip,500,498,90,0.9,1.0,per_head,False,1,self,1.0,,,,,ok,6.652502016,0.1,1.0
llama3.2-3b,kvzip,kvzip,500,499,100,1.0,1.0,per_head,False,1,self,1.0,,,,,ok,6.653018624,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,0,0.0,0.0,per_head,False,1,self,0.0,,,,,ok,7.753632768,0.0,0.0
llama3.2-3b,kvzip,kvzip,2000,1999,10,0.1,0.0,per_head,False,1,self,0.0,,,,,ok,7.753632768,0.0,0.0
llama3.2-3b,kvzip,kvzip,2000,1999,20,0.2,0.0,per_head,False,1,self,0.0,,,,,ok,7.753632768,0.0,0.0
llama3.2-3b,kvzip,kvzip,2000,1999,30,0.3,0.0,per_head,False,1,self,0.0,,,,,ok,7.753632768,0.0,0.0
llama3.2-3b,kvzip,kvzip,2000,1999,40,0.4,0.0,per_head,False,1,self,0.0,,,,,ok,7.753632768,0.0,0.0
llama3.2-3b,kvzip,kvzip,2000,1999,50,0.5,0.0,per_head,False,1,self,0.0,,,,,ok,7.753632768,0.0,0.0
llama3.2-3b,kvzip,kvzip,2000,1999,60,0.6,0.0,per_head,False,1,self,0.0,,,,,ok,7.753632768,0.0,0.0
llama3.2-3b,kvzip,kvzip,2000,1999,70,0.7,0.0,per_head,False,1,self,0.0,,,,,ok,7.753632768,0.0,0.0
llama3.2-3b,kvzip,kvzip,2000,1999,80,0.8,0.0,per_head,False,1,self,0.0,,,,,ok,7.753632768,0.0,0.0
llama3.2-3b,kvzip,kvzip,2000,1999,90,0.9,0.0,per_head,False,1,self,0.0,,,,,ok,7.753632768,0.0,0.0
llama3.2-3b,kvzip,kvzip,2000,2000,100,1.0,0.0,per_head,False,1,self,0.0,,,,,ok,7.754668544,0.0,0.0
llama3.2-3b,kvzip,kvzip,2000,1999,0,0.0,0.2,per_head,False,1,self,0.2,,,,,ok,7.753632768,0.0,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,10,0.1,0.2,per_head,False,1,self,0.2,,,,,ok,7.753632768,0.0,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,20,0.2,0.2,per_head,False,1,self,0.2,,,,,ok,7.753632768,0.0,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,30,0.3,0.2,per_head,False,1,self,0.2,,,,,ok,7.753632768,0.0,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,40,0.4,0.2,per_head,False,1,self,0.2,,,,,ok,7.753632768,0.0,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,50,0.5,0.2,per_head,False,1,self,0.2,,,,,ok,7.753632768,0.0,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,60,0.6,0.2,per_head,False,1,self,0.2,,,,,ok,7.753632768,0.0,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,70,0.7,0.2,per_head,False,1,self,0.2,,,,,ok,7.753632768,0.0,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,80,0.8,0.2,per_head,False,1,self,0.2,,,,,ok,7.753632768,0.0,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,90,0.9,0.2,per_head,False,1,self,0.2,,,,,ok,7.753632768,0.0,1.0
llama3.2-3b,kvzip,kvzip,2000,2000,100,1.0,0.2,per_head,False,1,self,0.2,,,,,ok,7.754668544,0.0,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,0,0.0,0.4,per_head,False,1,self,0.4,,,,,ok,7.753632768,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,10,0.1,0.4,per_head,False,1,self,0.4,,,,,ok,7.753632768,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,20,0.2,0.4,per_head,False,1,self,0.4,,,,,ok,7.753632768,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,30,0.3,0.4,per_head,False,1,self,0.4,,,,,ok,7.753632768,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,40,0.4,0.4,per_head,False,1,self,0.4,,,,,ok,7.753632768,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,50,0.5,0.4,per_head,False,1,self,0.4,,,,,ok,7.753632768,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,60,0.6,0.4,per_head,False,1,self,0.4,,,,,ok,7.753632768,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,70,0.7,0.4,per_head,False,1,self,0.4,,,,,ok,7.753632768,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,80,0.8,0.4,per_head,False,1,self,0.4,,,,,ok,7.753632768,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,90,0.9,0.4,per_head,False,1,self,0.4,,,,,ok,7.753632768,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,2000,100,1.0,0.4,per_head,False,1,self,0.4,,,,,ok,7.754668544,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,0,0.0,0.6,per_head,False,1,self,0.6,,,,,ok,7.753632768,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,10,0.1,0.6,per_head,False,1,self,0.6,,,,,ok,7.753632768,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,20,0.2,0.6,per_head,False,1,self,0.6,,,,,ok,7.753632768,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,30,0.3,0.6,per_head,False,1,self,0.6,,,,,ok,7.753632768,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,40,0.4,0.6,per_head,False,1,self,0.6,,,,,ok,7.753632768,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,50,0.5,0.6,per_head,False,1,self,0.6,,,,,ok,7.753632768,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,60,0.6,0.6,per_head,False,1,self,0.6,,,,,ok,7.753632768,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,70,0.7,0.6,per_head,False,1,self,0.6,,,,,ok,7.753632768,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,80,0.8,0.6,per_head,False,1,self,0.6,,,,,ok,7.753632768,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,90,0.9,0.6,per_head,False,1,self,0.6,,,,,ok,7.753632768,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,2000,100,1.0,0.6,per_head,False,1,self,0.6,,,,,ok,7.754668544,0.1,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,0,0.0,0.8,per_head,False,1,self,0.8,,,,,ok,7.753632768,0.2,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,10,0.1,0.8,per_head,False,1,self,0.8,,,,,ok,7.753632768,0.2,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,20,0.2,0.8,per_head,False,1,self,0.8,,,,,ok,7.753632768,0.2,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,30,0.3,0.8,per_head,False,1,self,0.8,,,,,ok,7.753632768,0.2,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,40,0.4,0.8,per_head,False,1,self,0.8,,,,,ok,7.753632768,0.2,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,50,0.5,0.8,per_head,False,1,self,0.8,,,,,ok,7.753632768,0.2,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,60,0.6,0.8,per_head,False,1,self,0.8,,,,,ok,7.753632768,0.2,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,70,0.7,0.8,per_head,False,1,self,0.8,,,,,ok,7.753632768,0.2,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,80,0.8,0.8,per_head,False,1,self,0.8,,,,,ok,7.753632768,0.2,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,90,0.9,0.8,per_head,False,1,self,0.8,,,,,ok,7.753632768,0.2,1.0
llama3.2-3b,kvzip,kvzip,2000,2000,100,1.0,0.8,per_head,False,1,self,0.8,,,,,ok,7.754668544,0.2,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,0,0.0,1.0,per_head,False,1,self,1.0,,,,,ok,7.753632768,0.2,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,10,0.1,1.0,per_head,False,1,self,1.0,,,,,ok,7.753632768,0.2,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,20,0.2,1.0,per_head,False,1,self,1.0,,,,,ok,7.753632768,0.2,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,30,0.3,1.0,per_head,False,1,self,1.0,,,,,ok,7.753632768,0.2,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,40,0.4,1.0,per_head,False,1,self,1.0,,,,,ok,7.753632768,0.2,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,50,0.5,1.0,per_head,False,1,self,1.0,,,,,ok,7.753632768,0.2,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,60,0.6,1.0,per_head,False,1,self,1.0,,,,,ok,7.753632768,0.2,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,70,0.7,1.0,per_head,False,1,self,1.0,,,,,ok,7.753632768,0.2,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,80,0.8,1.0,per_head,False,1,self,1.0,,,,,ok,7.753632768,0.2,1.0
llama3.2-3b,kvzip,kvzip,2000,1999,90,0.9,1.0,per_head,False,1,self,1.0,,,,,ok,7.753632768,0.2,1.0
llama3.2-3b,kvzip,kvzip,2000,2000,100,1.0,1.0,per_head,False,1,self,1.0,,,,,ok,7.754668544,0.2,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,0,0.0,0.0,per_head,False,1,self,0.0,,,,,ok,8.456217088,0.0,0.0
llama3.2-3b,kvzip,kvzip,8000,7999,10,0.1,0.0,per_head,False,1,self,0.0,,,,,ok,8.456217088,0.0,0.0
llama3.2-3b,kvzip,kvzip,8000,7999,20,0.2,0.0,per_head,False,1,self,0.0,,,,,ok,8.456217088,0.0,0.0
llama3.2-3b,kvzip,kvzip,8000,7999,30,0.3,0.0,per_head,False,1,self,0.0,,,,,ok,8.456217088,0.0,0.0
llama3.2-3b,kvzip,kvzip,8000,7999,40,0.4,0.0,per_head,False,1,self,0.0,,,,,ok,8.456217088,0.0,0.0
llama3.2-3b,kvzip,kvzip,8000,7999,50,0.5,0.0,per_head,False,1,self,0.0,,,,,ok,8.456217088,0.0,0.0
llama3.2-3b,kvzip,kvzip,8000,7999,60,0.6,0.0,per_head,False,1,self,0.0,,,,,ok,8.456217088,0.0,0.0
llama3.2-3b,kvzip,kvzip,8000,7999,70,0.7,0.0,per_head,False,1,self,0.0,,,,,ok,8.456217088,0.0,0.0
llama3.2-3b,kvzip,kvzip,8000,7999,80,0.8,0.0,per_head,False,1,self,0.0,,,,,ok,8.456217088,0.0,0.0
llama3.2-3b,kvzip,kvzip,8000,7999,90,0.9,0.0,per_head,False,1,self,0.0,,,,,ok,8.456217088,0.0,0.0
llama3.2-3b,kvzip,kvzip,8000,8000,100,1.0,0.0,per_head,False,1,self,0.0,,,,,ok,8.45682432,0.0,0.0
llama3.2-3b,kvzip,kvzip,8000,7999,0,0.0,0.2,per_head,False,1,self,0.2,,,,,ok,8.456217088,0.2,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,10,0.1,0.2,per_head,False,1,self,0.2,,,,,ok,8.456217088,0.2,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,20,0.2,0.2,per_head,False,1,self,0.2,,,,,ok,8.456217088,0.2,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,30,0.3,0.2,per_head,False,1,self,0.2,,,,,ok,8.456217088,0.2,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,40,0.4,0.2,per_head,False,1,self,0.2,,,,,ok,8.456217088,0.2,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,50,0.5,0.2,per_head,False,1,self,0.2,,,,,ok,8.456217088,0.2,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,60,0.6,0.2,per_head,False,1,self,0.2,,,,,ok,8.456217088,0.2,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,70,0.7,0.2,per_head,False,1,self,0.2,,,,,ok,8.456217088,0.2,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,80,0.8,0.2,per_head,False,1,self,0.2,,,,,ok,8.456217088,0.2,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,90,0.9,0.2,per_head,False,1,self,0.2,,,,,ok,8.456217088,0.2,1.0
llama3.2-3b,kvzip,kvzip,8000,8000,100,1.0,0.2,per_head,False,1,self,0.2,,,,,ok,8.45682432,0.2,0.0
llama3.2-3b,kvzip,kvzip,8000,7999,0,0.0,0.4,per_head,False,1,self,0.4,,,,,ok,8.456217088,0.4,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,10,0.1,0.4,per_head,False,1,self,0.4,,,,,ok,8.456217088,0.4,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,20,0.2,0.4,per_head,False,1,self,0.4,,,,,ok,8.456217088,0.4,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,30,0.3,0.4,per_head,False,1,self,0.4,,,,,ok,8.456217088,0.4,0.0
llama3.2-3b,kvzip,kvzip,8000,7999,40,0.4,0.4,per_head,False,1,self,0.4,,,,,ok,8.456217088,0.4,0.0
llama3.2-3b,kvzip,kvzip,8000,7999,50,0.5,0.4,per_head,False,1,self,0.4,,,,,ok,8.456217088,0.4,0.0
llama3.2-3b,kvzip,kvzip,8000,7999,60,0.6,0.4,per_head,False,1,self,0.4,,,,,ok,8.456217088,0.4,0.0
llama3.2-3b,kvzip,kvzip,8000,7999,70,0.7,0.4,per_head,False,1,self,0.4,,,,,ok,8.456217088,0.4,0.0
llama3.2-3b,kvzip,kvzip,8000,7999,80,0.8,0.4,per_head,False,1,self,0.4,,,,,ok,8.456217088,0.4,0.0
llama3.2-3b,kvzip,kvzip,8000,7999,90,0.9,0.4,per_head,False,1,self,0.4,,,,,ok,8.456217088,0.4,0.0
llama3.2-3b,kvzip,kvzip,8000,8000,100,1.0,0.4,per_head,False,1,self,0.4,,,,,ok,8.45682432,0.4,0.0
llama3.2-3b,kvzip,kvzip,8000,7999,0,0.0,0.6,per_head,False,1,self,0.6,,,,,ok,8.456217088,0.6,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,10,0.1,0.6,per_head,False,1,self,0.6,,,,,ok,8.456217088,0.6,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,20,0.2,0.6,per_head,False,1,self,0.6,,,,,ok,8.456217088,0.6,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,30,0.3,0.6,per_head,False,1,self,0.6,,,,,ok,8.456217088,0.6,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,40,0.4,0.6,per_head,False,1,self,0.6,,,,,ok,8.456217088,0.6,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,50,0.5,0.6,per_head,False,1,self,0.6,,,,,ok,8.456217088,0.6,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,60,0.6,0.6,per_head,False,1,self,0.6,,,,,ok,8.456217088,0.6,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,70,0.7,0.6,per_head,False,1,self,0.6,,,,,ok,8.456217088,0.6,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,80,0.8,0.6,per_head,False,1,self,0.6,,,,,ok,8.456217088,0.6,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,90,0.9,0.6,per_head,False,1,self,0.6,,,,,ok,8.456217088,0.6,1.0
llama3.2-3b,kvzip,kvzip,8000,8000,100,1.0,0.6,per_head,False,1,self,0.6,,,,,ok,8.45682432,0.6,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,0,0.0,0.8,per_head,False,1,self,0.8,,,,,ok,8.456217088,0.7,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,10,0.1,0.8,per_head,False,1,self,0.8,,,,,ok,8.456217088,0.7,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,20,0.2,0.8,per_head,False,1,self,0.8,,,,,ok,8.456217088,0.7,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,30,0.3,0.8,per_head,False,1,self,0.8,,,,,ok,8.456217088,0.7,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,40,0.4,0.8,per_head,False,1,self,0.8,,,,,ok,8.456217088,0.7,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,50,0.5,0.8,per_head,False,1,self,0.8,,,,,ok,8.456217088,0.7,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,60,0.6,0.8,per_head,False,1,self,0.8,,,,,ok,8.456217088,0.7,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,70,0.7,0.8,per_head,False,1,self,0.8,,,,,ok,8.456217088,0.7,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,80,0.8,0.8,per_head,False,1,self,0.8,,,,,ok,8.456217088,0.7,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,90,0.9,0.8,per_head,False,1,self,0.8,,,,,ok,8.456217088,0.7,1.0
llama3.2-3b,kvzip,kvzip,8000,8000,100,1.0,0.8,per_head,False,1,self,0.8,,,,,ok,8.45682432,0.7,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,0,0.0,1.0,per_head,False,1,self,1.0,,,,,ok,8.456217088,0.9,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,10,0.1,1.0,per_head,False,1,self,1.0,,,,,ok,8.456217088,0.9,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,20,0.2,1.0,per_head,False,1,self,1.0,,,,,ok,8.456217088,0.9,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,30,0.3,1.0,per_head,False,1,self,1.0,,,,,ok,8.456217088,0.9,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,40,0.4,1.0,per_head,False,1,self,1.0,,,,,ok,8.456217088,0.9,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,50,0.5,1.0,per_head,False,1,self,1.0,,,,,ok,8.456217088,0.9,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,60,0.6,1.0,per_head,False,1,self,1.0,,,,,ok,8.456217088,0.9,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,70,0.7,1.0,per_head,False,1,self,1.0,,,,,ok,8.456217088,0.9,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,80,0.8,1.0,per_head,False,1,self,1.0,,,,,ok,8.456217088,0.9,1.0
llama3.2-3b,kvzip,kvzip,8000,7999,90,0.9,1.0,per_head,False,1,self,1.0,,,,,ok,8.456217088,0.9,1.0
llama3.2-3b,kvzip,kvzip,8000,8000,100,1.0,1.0,per_head,False,1,self,1.0,,,,,ok,8.45682432,0.9,1.0
llama3.2-3b,ours,ours,500,498,0,0.0,0.0,per_head,False,1,self,0.0,64,64,1024,0,ok,6.675854848,0.0,0.0
llama3.2-3b,ours,ours,500,498,10,0.1,0.0,per_head,False,1,self,0.0,64,64,1024,0,ok,6.675854848,0.0,0.0
